hole_diameter(um),pitch(um),fiber_diameter(um),elips_semi_major_a,elips_semi_minor_b,pml(um),wevelength(um),real_effective_mode_index_x,real_effective_mode_index_y,birefringence,conf_x,conf_y,effective_area_x,effective_area_y,,,,,,,,,Confinement loss visualisation,,,,,,
0.77,1,12.5,0.2,0.1,2.5,1.4,1.3041,1.3105,0.0064,1.7402,0.7085,0.00E+00,0.00E+00,,,0.78,1.25,13.5,0.2,0.1,2.5,1.4,1.38,1.3833,0.0033,0.60132,0.5448,
0.77,1,12.5,0.2,0.1,2.5,1.5,1.2925,1.2986,0.0061,3.7708,1.583,0.00E+00,0.00E+00,,,0.65,1.1,12.5,0.25,0.15,2.5,0.7,1.4216,1.4232,0.0016,0.94512,0.10023,
0.77,1,12.5,0.2,0.1,2.5,1.6,1.2816,1.2873,0.0057,5.8672,3.2332,0.00E+00,0.00E+00,,,0.79,1.1,13,0.2,0.1,2.5,1.5,1.3286,1.3335,0.0049,0.42747,0.28504,
0.77,1,12.5,0.2,0.1,2.5,1.7,1.2714,1.2768,0.0054,9.8608,6.0507,0.00E+00,0.00E+00,,,0.83,1.1,13,0.25,0.15,2.5,1.1,1.3466,1.3523,0.0057,0.054729,0.011334,
0.77,1.1,13,0.2,0.1,2.5,0.6,1.4294,1.4312,0.0018,0.00002427,0.000025328,0.00E+00,0.00E+00,,,0.82,1.25,14,0.2,0.1,2.5,1.6,1.3579,1.3615,0.0036,1.2286,4.4253,
0.77,1.1,13,0.2,0.1,2.5,0.7,1.4184,1.4209,0.0025,0.00013426,0.000015309,0.00E+00,0.00E+00,,,0.89,1,12.5,0.2,0.1,2.5,0.6,1.3958,1.4004,0.0046,7.32E-07,1.30E-06,
0.77,1.1,13,0.2,0.1,2.5,0.8,1.4073,1.4104,0.0031,0.00018941,0.000050851,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,13,0.2,0.1,2.5,0.9,1.3962,1.3999,0.0037,0.00062324,0.00023194,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,13,0.2,0.1,2.5,1,1.3852,1.3894,0.0042,0.1626,0.0012551,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,13,0.2,0.1,2.5,1.1,1.3744,1.3789,0.0045,0.01629,0.025657,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,13,0.2,0.1,2.5,1.2,1.3638,1.3685,0.0047,0.10061,0.020694,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,13,0.2,0.1,2.5,1.3,1.3534,1.3582,0.0048,0.11422,0.055484,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,13,0.2,0.1,2.5,1.4,1.3433,1.3481,0.0048,0.2671,0.15556,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,13,0.2,0.1,2.5,1.5,1.3336,1.3383,0.0047,0.64519,0.45864,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.1,13,0.2,0.1,2.5,1.6,1.3244,1.3289,0.0045,1.7506,1.9718,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.25,13.5,0.2,0.1,2.5,0.6,1.4443,1.4453,0.001,7.80E-05,1.08E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.25,13.5,0.2,0.1,2.5,0.7,1.4367,1.438,0.0013,6.04E-04,0.010845,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.25,13.5,0.2,0.1,2.5,0.8,1.4288,1.4306,0.0018,4.413,0.0024921,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.25,13.5,0.2,0.1,2.5,0.9,1.4208,1.423,0.0022,0.012216,0.0032378,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.25,13.5,0.2,0.1,2.5,1,1.4128,1.4153,0.0025,0.016922,0.0081833,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.25,13.5,0.2,0.1,2.5,1.1,1.4048,1.4076,0.0028,0.039556,0.024671,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.25,13.5,0.2,0.1,2.5,1.2,1.3969,1.3999,0.003,0.10587,0.077231,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.25,13.5,0.2,0.1,2.5,1.3,1.3891,1.3923,0.0032,0.28853,0.23688,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.25,13.5,0.2,0.1,2.5,1.4,1.3815,1.3847,0.0032,0.76299,0.69146,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.25,13.5,0.2,0.1,2.5,1.5,1.3741,1.3773,0.0032,1.912,1.8896,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.25,13.5,0.2,0.1,2.5,1.6,1.3669,1.3701,0.0032,4.4843,4.7843,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.77,1.25,13.5,0.2,0.1,2.5,1.7,1.36,1.3631,0.0031,9.773,11.137,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,12.5,0.25,0.15,2.5,0.6,1.4204,1.4223,0.0019,2.44E-06,2.69E-06,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,12.5,0.25,0.15,2.5,0.7,1.4072,1.4098,0.0026,0.000094294,0.0018755,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,12.5,0.25,0.15,2.5,0.8,1.3941,1.3975,0.0034,0.01772,0.00046936,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,12.5,0.25,0.15,2.5,0.9,1.3814,1.3854,0.004,0.0034301,0.0010905,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,12.5,0.25,0.15,2.5,1,1.3691,1.3736,0.0045,0.0097396,0.0089386,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,12.5,0.25,0.15,2.5,1.1,1.3572,1.3622,0.005,0.088902,20.162,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,12.5,0.25,0.15,2.5,1.2,1.3459,1.3512,0.0053,37.148,0.28616,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,12.5,0.25,0.15,2.5,1.3,1.3352,1.3406,0.0054,1.3033,0.40768,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,12.5,0.25,0.15,2.5,1.4,1.3251,1.3305,0.0054,1.7094,0.88073,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,12.5,0.25,0.15,2.5,1.5,1.3156,1.3209,0.0053,3.1261,2.0014,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,12.5,0.25,0.15,2.5,1.6,1.3068,1.3119,0.0051,5.9396,4.3663,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1,12.5,0.2,0.1,2.5,0.6,1.4112,1.4143,0.0031,1.11E-07,3.31E-07,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1,12.5,0.2,0.1,2.5,0.7,1.3965,1.4007,0.0042,1.67E-05,1.42E-06,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1,12.5,0.2,0.1,2.5,0.8,1.382,1.3871,0.0051,1.382,6.06E-06,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1,12.5,0.2,0.1,2.5,0.9,1.3677,1.3735,0.0058,1.55E-04,2.82E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1,12.5,0.2,0.1,2.5,1,1.3537,1.3599,0.0062,0.0057084,0.077726,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1,12.5,0.2,0.1,2.5,1.1,1.3399,1.3465,0.0066,1.1074,0.096217,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1,12.5,0.2,0.1,2.5,1.2,1.3265,1.3332,0.0067,0.9634,0.11775,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1,12.5,0.2,0.1,2.5,1.3,1.3134,1.3202,0.0068,0.89936,0.25644,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1,12.5,0.2,0.1,2.5,1.4,1.3009,1.3075,0.0066,1.5249,0.60368,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1,12.5,0.2,0.1,2.5,1.5,1.289,1.2953,0.0063,2.8693,1.3751,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1,12.5,0.2,0.1,2.5,1.6,1.2778,1.2837,0.0059,5.2581,2.8588,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1,12.5,0.2,0.1,2.5,1.7,1.2673,1.2728,0.0055,8.9791,5.4474,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,13,0.2,0.1,2.5,0.6,1.4286,1.4305,0.0019,7.63E-06,0.000021381,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,13,0.2,0.1,2.5,0.7,1.4174,1.42,0.0026,0.000095002,9.53E-06,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,13,0.2,0.1,2.5,0.8,1.4061,1.4094,0.0033,0.00017158,0.000030635,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,13,0.2,0.1,2.5,0.9,1.3949,1.3987,0.0038,0.053953,0.0048872,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,13,0.2,0.1,2.5,1,1.3838,1.388,0.0042,0.0016613,0.00090678,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,13,0.2,0.1,2.5,1.1,1.3727,1.3774,0.0047,0.0095751,0.040378,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,13,0.2,0.1,2.5,1.2,1.3619,1.3667,0.0048,0.12079,0.016112,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,13,0.2,0.1,2.5,1.3,1.3513,1.3562,0.0049,0.091863,0.043113,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,13,0.2,0.1,2.5,1.4,1.341,1.3459,0.0049,0.21479,0.1229,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,13,0.2,0.1,2.5,1.5,1.3311,1.3359,0.0048,0.52444,0.36011,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.1,13,0.2,0.1,2.5,1.6,1.3216,1.3263,0.0047,1.3854,1.4063,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.25,13.5,0.2,0.1,2.5,0.6,1.4439,1.4449,0.001,4.48E-05,4.49E-05,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.25,13.5,0.2,0.1,2.5,0.7,1.4361,1.4375,0.0014,3.52E-04,0.0052274,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.25,13.5,0.2,0.1,2.5,0.8,1.4281,1.43,0.0019,0.54516,0.0016462,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.25,13.5,0.2,0.1,2.5,0.9,1.42,1.4223,0.0023,0.0084825,0.0021742,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.25,13.5,0.2,0.1,2.5,1,1.4119,1.4145,0.0026,0.011854,0.0056774,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.25,13.5,0.2,0.1,2.5,1.1,1.4038,1.4067,0.0029,0.028502,0.017705,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.25,13.5,0.2,0.1,2.5,1.2,1.3957,1.3988,0.0031,0.078618,0.057259,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.25,13.5,0.2,0.1,2.5,1.3,1.3878,1.391,0.0032,0.22091,0.18122,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.25,13.5,0.2,0.1,2.5,1.4,1.38,1.3833,0.0033,0.60132,0.5448,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.25,13.5,0.2,0.1,2.5,1.5,1.3725,1.3758,0.0033,1.5496,1.5313,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.25,13.5,0.2,0.1,2.5,1.6,1.3651,1.3684,0.0033,3.7333,3.9843,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.78,1.25,13.5,0.2,0.1,2.5,1.7,1.3581,1.3612,0.0031,8.3477,9.5228,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,12.5,0.25,0.15,2.5,0.6,1.4193,1.4213,0.002,1.36E-06,9.51E-07,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,12.5,0.25,0.15,2.5,0.7,1.406,1.4087,0.0027,0.000046769,0.00045709,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,12.5,0.25,0.15,2.5,0.8,1.3927,1.3961,0.0034,0.027691,0.00030482,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,12.5,0.25,0.15,2.5,0.9,1.3797,1.3838,0.0041,0.0022815,0.00068141,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,12.5,0.25,0.15,2.5,1,1.3672,1.3719,0.0047,0.0064454,0.0056542,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,12.5,0.25,0.15,2.5,1.1,1.3551,1.3603,0.0052,0.057785,6.3896,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,12.5,0.25,0.15,2.5,1.2,1.3436,1.349,0.0054,72.482,0.21423,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,12.5,0.25,0.15,2.5,1.3,1.3327,1.3382,0.0055,1.0391,0.3117,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,12.5,0.25,0.15,2.5,1.4,1.3224,1.3279,0.0055,1.3746,0.69556,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,12.5,0.25,0.15,2.5,1.5,1.3127,1.3181,0.0054,2.5803,1.6327,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,12.5,0.25,0.15,2.5,1.6,1.3037,1.3089,0.0052,5.0416,3.6722,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1,12.5,0.2,0.1,2.5,0.6,1.4099,1.4132,0.0033,4.52E-06,2.82E-07,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1,12.5,0.2,0.1,2.5,0.7,1.395,1.3993,0.0043,4.45E-07,9.72E-09,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1,12.5,0.2,0.1,2.5,0.8,1.3803,1.3855,0.0052,9.93E-06,9.06E-06,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1,12.5,0.2,0.1,2.5,0.9,1.3657,1.3717,0.006,8.77E-05,1.47E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1,12.5,0.2,0.1,2.5,1,1.3515,1.3579,0.0064,0.0031486,0.024874,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1,12.5,0.2,0.1,2.5,1.1,1.3374,1.3442,0.0068,0.35703,0.098036,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1,12.5,0.2,0.1,2.5,1.2,1.3238,1.3307,0.0069,1.054,0.10136,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1,12.5,0.2,0.1,2.5,1.3,1.3105,1.3174,0.0069,0.81225,0.21754,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1,12.5,0.2,0.1,2.5,1.4,1.2977,1.3044,0.0067,1.3457,0.51704,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1,12.5,0.2,0.1,2.5,1.5,1.2854,1.2919,0.0065,2.5292,1.2024,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1,12.5,0.2,0.1,2.5,1.6,1.2739,1.28,0.0061,4.7278,2.5341,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1,12.5,0.2,0.1,2.5,1.7,1.2632,1.2689,0.0057,8.1904,4.9148,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,13,0.2,0.1,2.5,0.6,1.4278,1.4297,0.0019,1.69E-06,0.000023876,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,13,0.2,0.1,2.5,0.7,1.4164,1.4191,0.0027,0.000071854,6.73E-06,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,13,0.2,0.1,2.5,0.8,1.405,1.4083,0.0033,0.0002503,0.000016838,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,13,0.2,0.1,2.5,0.9,1.3936,1.3975,0.0039,0.078446,0.0060838,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,13,0.2,0.1,2.5,1,1.3822,1.3866,0.0044,0.0011223,0.00056172,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,13,0.2,0.1,2.5,1.1,1.371,1.3758,0.0048,0.0060143,0.15436,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,13,0.2,0.1,2.5,1.2,1.36,1.365,0.005,0.20246,0.012671,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,13,0.2,0.1,2.5,1.3,1.3492,1.3543,0.0051,0.074572,0.033557,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,13,0.2,0.1,2.5,1.4,1.3387,1.3438,0.0051,0.17301,0.097282,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,13,0.2,0.1,2.5,1.5,1.3286,1.3335,0.0049,0.42747,0.28504,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.1,13,0.2,0.1,2.5,1.6,1.3189,1.3237,0.0048,1.1112,1.0357,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.25,13.5,0.2,0.1,2.5,0.7,1.4355,1.437,0.0015,2.06E-04,0.0026074,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.25,13.5,0.2,0.1,2.5,0.8,1.4274,1.4293,0.0019,0.14929,0.0010767,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.25,13.5,0.2,0.1,2.5,0.9,1.4192,1.4215,0.0023,0.0058258,0.0014452,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.25,13.5,0.2,0.1,2.5,1,1.411,1.4136,0.0026,0.0082462,0.003912,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.25,13.5,0.2,0.1,2.5,1.1,1.4027,1.4057,0.003,0.020422,0.012643,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.25,13.5,0.2,0.1,2.5,1.2,1.3946,1.3977,0.0031,0.058125,0.042278,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.25,13.5,0.2,0.1,2.5,1.3,1.3865,1.3898,0.0033,0.16842,0.13813,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.25,13.5,0.2,0.1,2.5,1.4,1.3786,1.3819,0.0033,0.4723,0.42794,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.25,13.5,0.2,0.1,2.5,1.5,1.3708,1.3742,0.0034,1.2516,1.2373,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.25,13.5,0.2,0.1,2.5,1.6,1.3633,1.3667,0.0034,3.0977,3.3081,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.79,1.25,13.5,0.2,0.1,2.5,1.7,1.3561,1.3593,0.0032,7.107,8.1181,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.1,13,0.2,0.1,2.5,0.6,1.427,1.429,0.002,2.32E-07,0.000062793,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.1,13,0.2,0.1,2.5,0.7,1.4154,1.4182,0.0028,0.000062031,3.24E-06,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.1,13,0.2,0.1,2.5,0.8,1.4038,1.4073,0.0035,0.00032766,9.62E-06,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.1,13,0.2,0.1,2.5,0.9,1.3922,1.3963,0.0041,0.39831,0.025799,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.1,13,0.2,0.1,2.5,1,1.3807,1.3852,0.0045,0.00076132,0.00035668,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.1,13,0.2,0.1,2.5,1.1,1.3693,1.3742,0.0049,0.0039318,0.4997,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.1,13,0.2,0.1,2.5,1.2,1.3581,1.3632,0.0051,0.90507,0.010099,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.1,13,0.2,0.1,2.5,1.3,1.3471,1.3523,0.0052,0.061263,0.026166,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.1,13,0.2,0.1,2.5,1.4,1.3364,1.3416,0.0052,0.13965,0.077144,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.1,13,0.2,0.1,2.5,1.5,1.326,1.3311,0.0051,0.34928,0.22711,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.1,13,0.2,0.1,2.5,1.6,1.3161,1.321,0.0049,0.90069,0.78259,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.2,13.5,0.25,0.15,2.5,0.6,1.433,1.4341,0.0011,8.13E-05,2.65E-05,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.2,13.5,0.25,0.15,2.5,0.7,1.4224,1.4241,0.0017,1.59E-04,6.64E-05,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.2,13.5,0.25,0.15,2.5,0.8,1.4118,1.4141,0.0023,4.93E-04,2.35E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.2,13.5,0.25,0.15,2.5,0.9,1.4013,1.404,0.0027,0.0018141,0.0012072,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.2,13.5,0.25,0.15,2.5,1,1.3909,1.3942,0.0033,0.010832,0.033339,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.2,13.5,0.25,0.15,2.5,1.1,1.3809,1.3845,0.0036,2.3659,0.066176,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.2,13.5,0.25,0.15,2.5,1.2,1.3711,1.375,0.0039,0.21057,0.061071,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.2,13.5,0.25,0.15,2.5,1.3,1.3618,1.3659,0.0041,0.25832,0.12841,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.2,13.5,0.25,0.15,2.5,1.4,1.3529,1.3571,0.0042,0.51989,0.34083,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.2,13.5,0.25,0.15,2.5,1.5,1.3444,1.3486,0.0042,1.326,1.4062,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.2,13.5,0.25,0.15,2.5,1.6,1.3364,1.3405,0.0041,6.6334,60.932,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.25,13.5,0.2,0.1,2.5,0.7,1.435,1.4365,0.0015,1.19E-04,0.0013341,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.25,13.5,0.2,0.1,2.5,0.8,1.4267,1.4287,0.002,0.054799,6.94E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.25,13.5,0.2,0.1,2.5,0.9,1.4184,1.4208,0.0024,0.0039624,9.55E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.25,13.5,0.2,0.1,2.5,1,1.41,1.4128,0.0028,0.0056932,0.0026794,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.25,13.5,0.2,0.1,2.5,1.1,1.4017,1.4047,0.003,0.014551,0.008982,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.25,13.5,0.2,0.1,2.5,1.2,1.3934,1.3966,0.0032,0.042789,0.031096,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.25,13.5,0.2,0.1,2.5,1.3,1.3852,1.3885,0.0033,0.12788,0.10489,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.25,13.5,0.2,0.1,2.5,1.4,1.3771,1.3805,0.0034,0.36951,0.33498,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.25,13.5,0.2,0.1,2.5,1.5,1.3692,1.3726,0.0034,1.0076,0.99694,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.25,13.5,0.2,0.1,2.5,1.6,1.3615,1.3649,0.0034,2.5622,2.739,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.25,13.5,0.2,0.1,2.5,1.7,1.3541,1.3574,0.0033,6.0316,6.9005,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.3,14,0.3,0.2,2.5,0.6,1.4385,1.4393,0.0008,0.0015149,8.98E-04,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.3,14,0.3,0.2,2.5,0.7,1.4292,1.4302,0.001,0.0039395,0.0024367,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.3,14,0.3,0.2,2.5,0.8,1.4196,1.421,0.0014,0.012707,0.009339,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.3,14,0.3,0.2,2.5,0.9,1.4101,1.4119,0.0018,0.063564,0.087025,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.3,14,0.3,0.2,2.5,1,1.4029,1.4029,0,1.5283,6.3213,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.3,14,0.3,0.2,2.5,1.1,1.3917,1.3942,0.0025,2.4099,0.44403,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.3,14,0.3,0.2,2.5,1.2,1.3831,1.3858,0.0027,1.1355,0.49841,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.3,14,0.3,0.2,2.5,1.3,1.3749,1.3778,0.0029,1.5442,0.95963,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.3,14,0.3,0.2,2.5,1.4,1.3672,1.3702,0.003,3.2968,3.37,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.3,14,0.3,0.2,2.5,1.5,1.3601,1.363,0.0029,17.903,93.773,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.8,1.3,14,0.3,0.2,2.5,1.6,1.3537,1.3565,0.0028,577.27,50.445,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.81,1.1,13,0.25,0.15,2.5,0.6,1.4173,1.4194,0.0021,8.67E-08,1.74E-07,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.81,1.1,13,0.25,0.15,2.5,0.7,1.4034,1.4063,0.0029,0.0023912,0.000032823,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.81,1.1,13,0.25,0.15,2.5,0.8,1.3934,1.3934,0,0.0011318,0.00021318,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.81,1.1,13,0.25,0.15,2.5,0.9,1.3763,1.3807,0.0044,0.0068223,0.080214,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
0.81,1.1,13,0.25,0.15,2.5,1,1.3634,1.3684,0.005,0.1923,0.010597,0.00E+00,0.00E+00,,,,,,,,,,,,,,,
